Accuracy (%),AI Copyright Protection,Artist Compensation,Public Domain
58.333333333333336,4.0,5.0,3.0
66.66666666666666,4.0,5.0,3.0
75.0,2.0,4.0,3.6666666666666665
83.33333333333334,2.3333333333333335,3.3333333333333335,3.6666666666666665
91.66666666666666,1.0,4.0,4.0
